Municipios,Edad media de la población,Población,Porcentaje de hogares unipersonales,Porcentaje de población de 65 y más años,Porcentaje de población española,Porcentaje de población menor de 18 años,Tamaño medio del hogar,Media de la renta por unidad de consumo,Mediana de la renta por unidad de consumo,Renta bruta media por hogar,Renta bruta media por persona,Renta neta media por hogar,Renta neta media por persona,Distribución de la renta P80/P20,Índice de Gini
44109 Frías de Albarracín,"50,7",111,"55,4","29,7","93,7",9,2,19.069,19.250,30.472,15.373,26.739,13.490,"2,4",24
44110 Fuenferrada,"70,2",37,"47,6","64,9",100,0,"1,8",.,.,35.453,18.198,29.687,15.239,.,.
44111 Fuentes Calientes,"55,4",84,"41,7","40,5","86,9","7,1","2,3",.,.,35.453,18.198,29.687,15.239,.,.
44112 Fuentes Claras,"53,6",436,"35,9","35,8","96,1","9,6","2,2",18.582,16.450,33.745,15.232,28.953,13.069,"2,1",28
44113 Fuentes de Rubielos,"38,6",168,"46,8","10,1","80,4","25,6","2,2",12.165,8.750,21.884,9.419,19.530,8.405,"3,5","35,5"
44114 Fuentespalda,"51,4",287,"36,3","33,8","87,5","9,1","2,1",18.092,16.450,31.616,14.852,27.279,12.814,"2,5","26,4"
44115 Galve,"46,6",144,"35,1","20,8","86,1","15,3","2,5",16.798,15.050,32.826,12.945,28.642,11.295,"2,2","20,3"
44116 Gargallo,"51,3",91,"31,4","34,1","87,9",11,"2,6",.,.,35.453,18.198,29.687,15.239,.,.
44117 Gea de Albarracín,"51,8",410,48,31,"94,6","8,3","2,1",21.421,19.600,37.997,17.820,31.608,14.824,"1,9","26,2"
"44118 Ginebrosa, La",48,191,"32,1","29,3","88,5","15,2","2,5",15.061,13.650,29.322,11.883,25.182,10.205,"2,2","28,7"
44119 Griegos,"55,2",140,40,"44,3","95,7","7,9","2,1",18.483,18.550,32.571,15.216,28.277,13.210,"2,3","23,7"
44120 Guadalaviar,"47,2",242,"30,3","23,6","99,2","10,7","2,4",18.052,16.450,35.598,14.563,30.588,12.513,"2,5","29,2"
44121 Gúdar,"43,8",70,"28,6","21,4",90,"18,6","2,5",.,.,30.293,14.255,26.242,12.349,.,.
44122 Híjar,"45,9",1.755,"27,9","25,5",81,"16,9","2,5",18.050,15.750,36.912,14.343,31.188,12.119,"2,6","30,7"
44123 Hinojosa de Jarque,"61,2",104,"38,1","48,1","96,2","1,9","2,5",25.018,24.500,51.094,20.634,42.339,17.098,"2,4","25,9"
"44124 Hoz de la Vieja, La","52,1",87,"48,9","34,5",100,"11,5","1,9",.,.,35.453,18.198,29.687,15.239,.,.
44125 Huesa del Común,"63,5",64,"60,5","46,9","93,8",0,"1,5",.,.,35.453,18.198,29.687,15.239,.,.
"44126 Iglesuela del Cid, La","48,7",383,"38,6","26,1",88,"12,3","2,3",16.906,16.450,31.839,13.693,27.930,12.012,"2,2","26,1"
44127 Jabaloyas,"55,3",74,"51,3","32,4","93,2","4,1","1,9",.,.,35.716,18.594,29.999,15.618,.,.
44128 Jarque de la Val,"57,4",64,"45,7","37,5","87,5","9,4","1,8",.,.,35.453,18.198,29.687,15.239,.,.
44129 Jatiel,"50,3",50,"46,2",18,98,4,"1,9",.,.,34.121,17.484,28.887,14.802,.,.
44130 Jorcas,"52,1",43,"33,3","37,2",100,14,"2,4",.,.,30.293,14.255,26.242,12.349,.,.
44131 Josa,"56,2",35,"65,2","42,9","91,4","2,9","1,5",.,.,35.453,18.198,29.687,15.239,.,.
44132 Lagueruela,"53,7",72,"42,9","36,1","88,9","9,7","2,1",.,.,35.453,18.198,29.687,15.239,.,.
44133 Lanzuela,"45,9",27,"46,2","18,5","66,7","11,1","2,1",.,.,35.453,18.198,29.687,15.239,.,.
44135 Libros,55,102,"57,4","32,4",98,"2,9","1,9",18.680,17.850,29.249,15.485,25.504,13.502,"1,9","23,3"
44136 Lidón,"62,1",52,50,"42,3","92,3",0,"2,2",.,.,31.482,16.326,27.052,14.029,.,.
44137 Linares de Mora,"48,4",238,"37,9","27,7","85,3",13,"2,3",16.594,15.750,30.900,13.395,27.085,11.741,"2,1","22,6"
44138 Loscos,"58,7",116,"50,7","41,4","96,6","1,7","1,7",20.981,19.250,32.670,19.201,27.951,16.428,"2,4","26,9"
44141 Lledó,"51,1",158,"31,3","32,9","84,2","12,7","2,5",15.570,14.350,33.285,12.158,28.271,10.327,3,"32,2"
44142 Maicas,"61,7",32,"69,6","46,9",100,0,"1,4",.,.,35.453,18.198,29.687,15.239,.,.
44143 Manzanera,"44,5",539,"41,6",20,"81,5","14,3","2,2",16.594,14.350,29.500,13.653,25.132,11.632,"2,6","31,2"
44144 Martín del Río,"47,5",346,25,"26,9","92,2",13,"2,5",21.515,19.950,44.543,17.481,37.122,14.568,"2,1","26,3"
44145 Mas de las Matas,"48,4",1.183,"29,8","27,4",87,"13,5","2,4",18.744,17.850,36.425,15.123,30.886,12.823,"2,4",27
"44146 Mata de los Olmos, La","42,8",280,"19,8","21,8","65,4","15,4","2,9",18.682,17.150,43.169,14.699,35.621,12.129,"3,9","33,1"
44147 Mazaleón,"48,1",486,"30,8","27,8","85,4","12,6","2,5",15.915,15.050,30.460,12.299,26.717,10.787,"2,5","27,6"
44148 Mezquita de Jarque,"51,6",82,"42,1","32,9","92,7",11,"2,2",.,.,35.453,18.198,29.687,15.239,.,.
44149 Mirambel,"47,4",105,34,"27,6","98,1","13,3","2,2",18.810,17.850,34.979,15.657,29.286,13.109,"2,7","27,2"
44150 Miravete de la Sierra,"49,7",28,"52,9","17,9",100,"7,1","1,6",.,.,30.293,14.255,26.242,12.349,.,.
44151 Molinos,"52,9",224,"44,2","35,3","83,9","10,3","2,1",17.645,15.050,30.297,13.994,26.058,12.036,"2,8","31,5"
44152 Monforte de Moyuela,"54,5",83,"55,6","34,9","97,6","7,2","1,8",.,.,35.453,18.198,29.687,15.239,.,.
44153 Monreal del Campo,"42,3",2.419,"31,1","18,9","82,2","19,9","2,5",19.333,17.850,39.150,15.391,32.709,12.859,"2,4","27,4"
44154 Monroyo,"45,7",319,"31,8","23,8","85,6","16,6","2,5",18.129,17.150,35.104,13.614,30.483,11.822,"2,2","23,7"
44155 Montalbán,"49,1",1.180,"33,6","29,1","97,2",12,"2,3",21.603,21.350,41.471,17.915,34.713,14.996,"1,9","21,2"
44156 Monteagudo del Castillo,"54,1",43,"36,8","32,6","95,4","4,7","2,3",.,.,30.293,14.255,26.242,12.349,.,.
44157 Monterde de Albarracín,"61,4",56,"54,6","44,6",100,0,"1,7",.,.,35.716,18.594,29.999,15.618,.,.
44158 Mora de Rubielos,"43,7",1.552,"34,7","18,9","89,9","16,3","2,3",20.333,17.850,39.746,16.843,32.981,13.976,"2,3","27,1"
44159 Moscardón,"45,6",56,"40,9","21,4","94,6","23,2","2,5",.,.,35.716,18.594,29.999,15.618,.,.
44160 Mosqueruela,"48,2",524,"37,9","30,2","91,4","16,6","2,5",17.483,15.750,32.988,13.270,28.741,11.561,"2,3",27
44161 Muniesa,"49,6",558,"40,8","32,1","81,4","14,2","2,3",16.920,14.350,31.821,13.495,27.193,11.532,"2,8","30,9"
44163 Noguera de Albarracín,"49,5",131,"49,2","27,5","93,9","13,7","2,1",18.337,15.750,34.268,15.078,29.011,12.765,"2,6","27,1"
44164 Nogueras,"54,2",32,"68,2","37,5","96,9",0,"1,4",.,.,35.453,18.198,29.687,15.239,.,.
44165 Nogueruelas,"50,6",194,"48,4","34,5","86,6","14,4",2,16.688,14.350,26.056,12.690,23.082,11.242,"2,2","28,2"
44167 Obón,"62,5",35,64,"51,4","94,3",0,"1,4",.,.,35.453,18.198,29.687,15.239,.,.
44168 Odón,"55,9",207,"42,1","41,6","94,2","8,7","2,2",17.723,17.150,29.613,13.591,26.119,11.987,"2,4","26,7"
44169 Ojos Negros,"51,1",330,"46,6","31,8","96,1","14,2",2,17.588,17.150,30.386,14.825,25.952,12.661,"2,4","28,1"
44171 Olba,43,278,"43,4","18,4","93,5","20,1",2,15.025,12.250,25.137,12.157,21.723,10.506,"3,5","36,6"
44172 Oliete,"55,1",352,"42,6","40,9","91,2",8,2,18.460,16.450,31.720,15.722,26.783,13.275,"2,4","30,6"
"44173 Olmos, Los","50,1",120,34,"28,3","85,8","9,2","2,4",15.458,14.350,30.008,12.525,25.924,10.821,"2,5","25,1"
44174 Orihuela del Tremedal,"50,7",452,"39,2","26,1","96,2","7,7","2,2",19.742,18.550,35.662,16.435,30.135,13.888,"2,2","26,5"
44175 Orrios,"56,3",123,"36,2",35,"90,2","3,3","2,1",20.832,16.450,37.595,17.399,31.256,14.466,"2,9",31
44176 Palomar de Arroyos,"52,8",167,"25,4","32,9",94,6,"2,6",23.855,24.850,50.283,18.969,42.005,15.846,"1,9","20,3"
44177 Pancrudo,"51,5",114,"29,4",29,"96,5","13,2","2,2",21.263,18.550,41.494,18.563,33.518,14.995,"4,2","36,7"
"44178 Parras de Castellote, Las","58,2",61,"36,4","37,7","91,8","1,6","1,9",.,.,34.121,17.484,28.887,14.802,.,.
44179 Peñarroya de Tastavins,"45,9",441,25,"27,9","79,4","16,8","2,8",17.837,15.750,37.564,13.471,32.535,11.668,"2,9","28,7"
44180 Peracense,"55,3",73,30,"32,9",100,"5,5","2,4",.,.,35.716,18.594,29.999,15.618,.,.
44181 Peralejos,"50,2",86,"45,2","33,7","97,7","10,5",2,.,.,31.482,16.326,27.052,14.029,.,.
44182 Perales del Alfambra,"46,6",266,"36,1","25,2",79,"13,2","2,5",18.795,17.150,36.849,15.140,31.646,13.002,"2,9","29,8"
44183 Pitarque,"55,6",65,"52,9","35,4","96,9","3,1","1,9",.,.,30.293,14.255,26.242,12.349,.,.
44184 Plou,"58,7",50,"33,3",44,90,6,"2,1",.,.,35.453,18.198,29.687,15.239,.,.
"44185 Pobo, El","51,7",102,"57,4","29,4","89,2","11,8","1,9",21.187,16.450,37.025,19.073,31.142,16.043,"2,7","28,1"
"44187 Portellada, La","51,8",241,"36,9","37,3","91,7","14,9","2,2",17.118,15.750,29.620,13.576,26.289,12.049,2,"22,8"
44189 Pozondón,"58,2",54,"54,6","29,6",100,0,"1,6",.,.,35.716,18.594,29.999,15.618,.,.
44190 Pozuel del Campo,59,66,"52,9","48,5",100,"4,6","1,9",.,.,38.571,18.919,31.883,15.639,.,.
"44191 Puebla de Híjar, La","47,8",914,"36,1","26,6","91,7","15,7","2,3",18.620,17.150,34.898,15.208,29.507,12.859,"2,5",27
"44192 Puebla de Valverde, La","46,1",472,46,"19,5","87,3","13,8","2,1",19.804,18.550,35.884,16.869,29.960,14.084,"2,6","26,6"
44193 Puertomingalvo,"44,6",136,"52,3",25,"79,4","18,4","2,1",14.618,12.250,26.394,12.615,22.692,10.846,"2,6",32
44194 Ráfales,"50,4",154,"35,2",37,"79,9","18,2","2,2",15.740,14.350,26.884,12.237,23.916,10.886,"1,9","27,6"
44195 Rillo,"50,3",97,"36,4","19,6","94,9","8,3","2,2",.,.,35.453,18.198,29.687,15.239,.,.
44196 Riodeva,"55,5",132,"34,6","40,9","88,6","7,6","2,4",18.529,17.850,34.536,14.236,30.479,12.564,"2,6","31,6"
44197 Ródenas,"58,5",61,50,"39,3","96,7","4,9","1,9",.,.,35.716,18.594,29.999,15.618,.,.
44198 Royuela,"49,5",231,"36,9","27,7","96,1","12,1","2,2",18.269,16.450,33.713,14.951,28.712,12.733,"2,8","26,9"
44199 Rubiales,"50,2",42,"56,5","28,6","95,2","4,8","1,8",.,.,35.716,18.594,29.999,15.618,.,.
44200 Rubielos de la Cérida,"65,2",30,"56,3",50,100,0,"1,9",.,.,38.571,18.919,31.883,15.639,.,.
44201 Rubielos de Mora,"45,3",619,"41,1","21,7","87,6","14,2","2,2",18.780,16.450,34.583,15.445,28.903,12.908,"2,3","27,6"
44203 Salcedillo,"54,7",10,"66,7",20,90,0,"1,7",.,.,35.453,18.198,29.687,15.239,.,.
44204 Saldón,"58,9",21,"66,7","42,9",100,0,"1,4",.,.,35.716,18.594,29.999,15.618,.,.
44205 Samper de Calanda,"52,5",728,"37,1","33,1",92,"9,3","2,2",20.196,17.850,38.312,16.962,32.157,14.237,"2,2","26,5"
44206 San Agustín,52,134,"65,4","29,9","94,8","6,7","1,6",16.070,14.350,24.652,14.715,21.500,12.834,"2,2","26,1"
44207 San Martín del Río,"60,5",136,52,"49,3","97,8","5,9","1,8",18.934,17.850,30.298,17.154,25.543,14.462,"2,7","27,7"
44208 Santa Cruz de Nogueras,"62,3",23,60,"52,2",100,0,"1,5",.,.,35.453,18.198,29.687,15.239,.,.
44209 Santa Eulalia,"49,7",1.013,"34,9","28,8","84,6","11,6","2,3",19.492,16.450,37.242,15.971,31.265,13.408,"2,2","28,6"
44210 Sarrión,"41,7",1.163,"35,8","19,9","77,4","20,7","2,5",17.980,15.750,36.508,14.357,30.748,12.092,"2,5","29,3"
44211 Segura de los Baños,"57,5",41,"65,4","41,5",100,"9,8","1,6",.,.,35.453,18.198,29.687,15.239,.,.
44212 Seno,"56,9",41,45,39,"95,1","2,4",2,.,.,34.121,17.484,28.887,14.802,.,.
44213 Singra,"55,4",80,"44,1",30,"88,8","1,3","2,4",.,.,38.571,18.919,31.883,15.639,.,.
44215 Terriente,"50,8",173,43,"26,6","92,5","9,3","2,2",21.120,18.900,40.946,17.611,34.495,14.837,"2,4","29,3"
44216 Teruel,"43,1",35.362,31,"19,4","89,5","18,1","2,4",22.640,20.650,46.133,18.889,37.478,15.346,"2,4","27,7"
44217 Toril y Masegoso,"54,9",33,"46,7","24,2","93,9",0,"2,2",.,.,35.716,18.594,29.999,15.618,.,.
44218 Tormón,"60,9",33,"41,2","45,5",97,0,"1,9",.,.,35.716,18.594,29.999,15.618,.,.
44219 Tornos,"55,5",189,"43,7","40,2","89,4","7,9","2,2",21.496,19.950,39.722,18.055,33.605,15.275,"2,5","25,5"
44220 Torralba de los Sisones,"48,9",147,"35,8","26,5",85,"9,5","2,2",15.893,11.550,27.390,12.467,23.013,10.475,"3,4","35,1"
44221 Torrecilla de Alcañiz,"52,4",442,"32,5","35,1","96,6","9,5","2,2",16.497,15.750,29.051,12.867,25.776,11.417,"2,1",24
44222 Torrecilla del Rebollar,"60,9",125,50,"48,8",100,"3,2","1,9",22.733,22.750,39.865,20.411,33.509,17.157,"2,1","25,7"
44223 Torre de Arcas,"52,1",82,"37,8","34,2","87,8","8,5","2,2",.,.,34.121,17.484,28.887,14.802,.,.
44224 Torre de las Arcas,"51,8",23,80,"30,4","82,6","8,7","1,5",.,.,35.453,18.198,29.687,15.239,.,.
44225 Torre del Compte,"58,2",116,"46,9","49,1","89,7","5,2","1,8",17.786,15.050,26.184,14.446,22.845,12.604,"2,9","32,1"
44226 Torrelacárcel,"58,6",135,"52,1","41,5","86,7","6,7","1,9",19.720,17.150,31.756,17.172,26.942,14.569,"2,3","26,3"
44227 Torre los Negros,"61,1",74,"45,7","48,7","93,2",0,"2,1",.,.,35.453,18.198,29.687,15.239,.,.
44228 Torremocha de Jiloca,"52,3",110,44,"37,3","91,8","9,1","2,2",19.211,17.150,34.812,15.472,29.927,13.301,"2,6","29,3"
44229 Torres de Albarracín,"45,8",191,"36,3","25,1","82,2","16,8","2,4",18.896,17.150,35.637,14.963,30.535,12.821,"2,6","27,7"
44230 Torrevelilla,"52,6",169,"49,4","34,9","92,9","11,8","1,9",16.672,14.350,26.550,13.591,23.241,11.897,"2,2","28,8"
44231 Torrijas,"48,6",36,"52,6","30,6","97,2","11,1","1,9",.,.,31.482,16.326,27.052,14.029,.,.
44232 Torrijo del Campo,"50,2",503,"34,1",33,"80,1","13,3","2,4",18.020,16.450,33.583,14.211,29.190,12.352,"2,3","27,2"
44234 Tramacastiel,"59,6",62,"46,7","48,4",100,0,"2,1",.,.,31.482,16.326,27.052,14.029,.,.
44235 Tramacastilla,"56,2",111,36,"37,8","94,6",9,"2,2",15.610,13.650,30.046,13.384,25.315,11.277,"2,2","27,1"
44236 Tronchón,"57,9",61,"62,2","39,3","96,7","4,9","1,6",.,.,30.293,14.255,26.242,12.349,.,.
44237 Urrea de Gaén,"51,2",448,"33,3","35,7",88,"11,4","2,3",19.199,17.150,36.865,15.703,31.039,13.221,"2,4","27,5"
44238 Utrillas,"44,2",2.990,"23,8","20,2","88,4","15,5","2,6",20.847,19.950,43.045,16.675,36.207,14.026,"2,1","24,3"
44239 Valacloche,"57,3",26,"36,4","38,5",100,"3,9","2,4",.,.,31.482,16.326,27.052,14.029,.,.
44240 Valbona,"53,4",192,"54,9","37,5","89,6","7,8","1,9",19.411,17.150,32.373,16.965,27.349,14.333,"2,2","23,5"
44241 Valdealgorfa,"52,3",588,"32,1","36,1",93,"12,6","2,3",15.986,15.050,28.913,12.619,24.691,10.776,"2,3","26,5"
44243 Valdecuenca,"52,9",31,"58,8","35,5","90,3","9,7","1,8",.,.,35.716,18.594,29.999,15.618,.,.
44244 Valdelinares,"47,6",70,"54,1","24,3","94,3","8,6","1,9",.,.,30.293,14.255,26.242,12.349,.,.
44245 Valdeltormo,"49,4",311,"30,5","33,4","90,4","16,1","2,4",14.427,12.950,26.206,11.038,23.477,9.889,"2,3","26,2"
44246 Valderrobres,"43,3",2.465,33,"19,3","76,6","17,8","2,5",17.739,16.450,35.180,14.166,29.579,11.911,"2,3","27,5"
44247 Valjunquera,"49,9",330,"31,7","33,6","96,4","13,3","2,4",16.194,14.350,29.995,12.581,25.710,10.784,"2,2","24,9"
"44249 Vallecillo, El","58,7",37,"56,5","40,5","97,3",0,"1,6",.,.,35.716,18.594,29.999,15.618,.,.
44250 Veguillas de la Sierra,"58,2",20,50,30,100,0,2,.,.,35.716,18.594,29.999,15.618,.,.
44251 Villafranca del Campo,"50,5",301,"41,4","32,2",91,"10,6","2,3",16.966,15.750,30.397,13.375,26.731,11.762,"2,2","24,3"
44252 Villahermosa del Campo,"49,1",94,"41,9",33,"93,6","12,8","2,2",.,.,35.453,18.198,29.687,15.239,.,.
44256 Villanueva del Rebollar de la Sierra,"56,6",44,"59,1","34,1","97,7","4,6",2,.,.,35.453,18.198,29.687,15.239,.,.
44257 Villar del Cobo,55,163,"42,9",38,"95,1","5,5","2,1",18.826,16.450,34.047,15.960,28.800,13.500,"2,4","28,4"
44258 Villar del Salz,"52,5",62,50,"32,3",100,"8,1","2,1",.,.,35.716,18.594,29.999,15.618,.,.
44260 Villarluengo,"47,9",181,"43,8",26,"82,3","13,3","2,5",17.039,15.750,34.208,13.488,28.766,11.342,"3,5","34,4"
44261 Villarquemado,"49,2",869,"29,8","29,2","93,9",12,"2,4",19.191,18.550,36.710,15.392,31.399,13.165,"2,3",24
44262 Villarroya de los Pinares,"46,7",168,"47,3","22,6","93,5","13,1","2,3",17.538,14.350,32.258,13.991,27.944,12.120,"2,4","28,1"
44263 Villastar,41,540,"36,9","16,3","89,6","20,4","2,4",19.762,18.550,38.295,15.689,32.221,13.200,"2,3","25,5"
44264 Villel,"46,1",329,"40,5","26,1","77,8","15,5","2,2",16.808,15.750,31.201,13.759,26.827,11.830,"2,7","27,3"
44265 Vinaceite,"51,4",200,"39,1",33,"84,5",8,"2,2",20.379,15.750,37.759,17.531,30.803,14.301,"2,8","35,4"
44266 Visiedo,58,126,"49,3",50,"87,3","8,7","1,9",17.339,16.100,28.523,15.167,25.382,13.497,"2,9","29,3"
44267 Vivel del Río Martín,"60,4",67,"64,3","52,2","95,5",3,"1,6",.,.,35.453,18.198,29.687,15.239,.,.
"44268 Zoma, La","55,8",27,"35,7","33,3",100,0,"1,9",.,.,35.453,18.198,29.687,15.239,.,.
45001 Ajofrín,"44,6",2.309,"23,6","23,2","95,4","18,4","2,6",16.930,15.750,33.617,12.931,28.941,11.132,"2,2","26,2"
45002 Alameda de la Sagra,"40,4",4.135,"23,7","16,1","84,3","21,1","2,7",14.697,12.950,30.793,11.162,26.428,9.580,"2,5",29
45003 Albarreal de Tajo,"45,7",738,"29,6","23,3","90,7","14,5","2,4",16.298,15.050,30.997,12.868,25.623,10.637,2,"25,2"
45004 Alcabón,"44,7",761,"31,8","22,1","94,1","17,2","2,4",14.695,13.650,27.866,11.464,24.647,10.139,"2,1","27,2"
45005 Alcañizo,"53,1",282,"34,9","36,2","91,1","9,9","2,2",15.482,15.050,27.704,12.611,24.429,11.120,"2,1","29,3"
45006 Alcaudete de la Jara,49,1.587,"39,5","29,5","94,5","13,4","2,2",13.220,12.250,22.983,10.239,20.986,9.349,"2,4","29,5"
45007 Alcolea de Tajo,"47,6",828,"33,6","26,1",94,"13,3","2,3",15.737,14.350,29.089,12.322,25.629,10.856,2,"23,7"
45008 Aldea en Cabo,52,194,"27,9",33,"81,4","7,7","2,3",15.987,14.350,29.561,12.518,26.023,11.020,"2,5","30,8"
45009 Aldeanueva de Barbarroya,"56,7",456,49,"39,9","97,6","7,9","1,9",15.065,13.300,24.145,12.609,21.555,11.256,"2,5",30
45010 Aldeanueva de San Bartolomé,"59,7",412,"45,4","48,8","88,8","8,5","1,9",17.452,13.650,28.319,14.857,25.093,13.165,"2,8",34
45011 Almendral de la Cañada,"54,9",334,"43,9","39,2","95,2","11,1",2,14.070,12.250,23.725,11.575,21.347,10.415,"2,4","30,8"
45012 Almonacid de Toledo,"47,2",904,"33,7","24,1","88,6","12,6","2,3",16.823,15.050,31.390,13.687,27.215,11.867,"2,3","26,2"
45013 Almorox,"45,2",2.395,"35,1","24,4","86,7","16,3","2,4",14.796,12.950,27.817,11.599,24.083,10.042,"2,9","31,7"
45014 Añover de Tajo,"43,2",5.154,21,"19,3",94,"17,5","2,7",16.131,15.050,33.646,12.338,29.129,10.682,"2,3","25,5"
45015 Arcicóllar,"42,1",1.054,"30,1","18,5","86,8","17,9","2,5",15.990,15.050,32.327,12.732,27.872,10.978,"2,6","30,4"
45016 Argés,"38,2",6.922,"21,5","11,3","93,7",24,"2,8",20.091,19.250,44.088,15.671,36.496,12.973,"2,2","26,1"
45017 Azután,"52,9",265,"35,6",34,"99,6","10,6","2,3",14.448,13.650,25.393,11.307,22.708,10.111,"2,4","27,8"
45018 Barcience,"35,5",1.067,"20,7",9,"85,6","26,8",3,14.603,13.650,32.230,10.621,27.944,9.208,"2,5","27,1"
45019 Bargas,"40,5",10.802,"26,4","15,7","91,5","20,4","2,6",20.665,17.850,44.013,16.572,36.099,13.592,"2,6","29,8"
45020 Belvís de la Jara,"51,2",1.489,"37,3","32,4","91,5","11,6","2,3",16.010,14.350,28.630,12.452,25.316,11.011,"2,3",29
45021 Borox,"40,9",4.110,"28,3","14,6","84,5","17,9","2,6",16.365,15.750,33.720,12.614,28.892,10.808,"2,3","25,9"
45022 Buenaventura,"57,6",375,"49,5","37,9","97,3","4,3","1,9",15.818,14.350,25.782,13.275,22.749,11.714,"2,2",28
45023 Burguillos de Toledo,"37,6",3.620,"24,2","10,1","93,9","24,2","2,8",20.203,19.250,43.842,15.860,36.054,13.043,"2,3","26,2"
45024 Burujón,"44,7",1.288,"29,8","23,4","95,6","17,6","2,5",16.348,14.350,31.324,12.549,27.065,10.843,2,"23,1"
45025 Cabañas de la Sagra,"40,8",2.099,"21,4","15,2","79,3","18,7","2,8",15.193,13.650,32.653,11.548,28.333,10.021,"2,6","30,4"
45026 Cabañas de Yepes,"48,6",295,"36,2","25,8","89,2","12,9","2,3",17.536,16.450,31.896,13.995,27.704,12.156,"2,5","29,4"
45027 Cabezamesada,"53,7",374,"44,9","32,4","87,2","7,5","1,9",16.485,15.750,27.096,14.028,23.697,12.268,"2,3","26,1"
45028 Calera y Chozas,"43,9",4.748,"27,1","20,8","93,9","18,1","2,5",15.744,14.350,30.961,12.242,26.761,10.581,"2,2","25,9"
45029 Caleruela,"57,4",202,"44,1","44,1","95,5","6,4",2,17.150,15.400,28.321,14.301,24.989,12.618,"2,2","24,8"
45030 Calzada de Oropesa,"51,1",499,48,"28,5","95,8","6,8",2,16.133,15.050,26.880,13.522,23.509,11.826,"2,3","29,1"
45031 Camarena,"41,1",4.444,"27,3",16,"85,1","20,5","2,6",15.576,14.350,31.350,11.999,27.024,10.343,"2,4","28,6"
45032 Camarenilla,"46,8",573,"28,3","24,4","87,6",15,"2,5",14.591,13.650,28.073,11.348,24.792,10.022,"2,3",27
"45033 Campillo de la Jara, El","53,6",329,"45,7","35,3","95,4","9,1","1,9",15.109,13.650,23.006,12.289,20.706,11.060,"2,7","29,9"
45034 Camuñas,"45,7",1.752,"30,9","25,5","85,1","17,5","2,5",14.548,12.950,27.459,10.990,24.275,9.716,"2,3","27,8"
45035 Cardiel de los Montes,"51,9",399,"46,8","33,6",91,"10,8",2,16.109,12.950,27.761,14.060,23.534,11.919,3,"35,9"
45036 Carmena,"47,9",831,28,27,"86,8","13,2","2,6",15.213,13.650,30.534,11.542,26.638,10.069,"2,9","33,3"
"45037 Carpio de Tajo, El","49,8",1.851,"35,8","30,7","90,1","12,8","2,3",15.287,14.350,28.045,12.221,24.713,10.769,"2,4","27,4"
45038 Carranque,"38,6",5.274,"23,8",11,"92,4","21,8","2,7",19.977,18.550,43.083,15.810,35.465,13.015,"2,3","27,7"
45039 Carriches,"47,2",276,"34,5","26,5","91,7","16,7","2,3",15.887,13.650,29.178,12.505,24.891,10.668,3,"32,9"
"45040 Casar de Escalona, El","44,1",2.002,"41,7","21,1","82,6",17,"2,3",13.179,10.850,25.073,10.612,21.752,9.206,"3,7","36,6"
45041 Casarrubios del Monte,"39,9",6.737,"31,4","13,1","81,3",20,"2,5",16.607,15.050,33.646,13.182,28.449,11.146,"2,6","30,9"
45042 Casasbuenas,"55,1",179,"36,4","39,1","95,5","7,3",2,18.250,17.150,31.363,15.592,27.102,13.474,"2,3","24,7"
45043 Castillo de Bayuela,"52,3",919,"44,4","31,5","87,2","9,1","2,1",18.767,15.750,33.573,15.730,28.369,13.292,"2,9","31,7"
45045 Cazalegas,"43,5",1.978,"31,8","19,1","87,1","17,6","2,4",14.111,12.950,26.793,10.913,23.404,9.533,"2,6","30,1"
45046 Cebolla,"43,7",3.188,"28,1","20,6","88,7",18,"2,6",13.669,12.250,26.600,10.343,23.471,9.126,"2,3","27,7"
45047 Cedillo del Condado,"38,3",4.331,"28,2","11,6","85,4","22,2","2,6",15.936,15.050,32.286,12.202,27.628,10.442,"2,3","27,4"
"45048 Cerralbos, Los","53,1",436,"37,7","36,5","89,7","10,1","2,1",15.563,13.650,27.778,12.811,24.296,11.205,"2,4","31,4"
45049 Cervera de los Montes,"46,2",503,"32,6","23,3","95,4","14,9","2,4",17.149,16.450,32.254,13.547,27.814,11.682,"2,8","28,1"
45050 Ciruelos,"41,9",663,"36,1","14,9","94,3","16,7","2,3",16.073,15.050,30.008,13.006,25.815,11.189,"2,6","28,2"
45051 Cobeja,"39,4",2.541,"20,4","14,5","86,3","20,4","2,8",15.692,15.050,33.411,11.706,28.965,10.148,"2,2","24,3"
45052 Cobisa,"40,1",4.452,"19,5",11,"97,1","19,7","2,9",24.580,22.050,57.390,20.072,45.715,15.989,"2,2","26,6"
45053 Consuegra,"44,7",9.854,24,"21,8","92,9","16,8","2,7",16.586,15.050,33.962,12.645,29.144,10.851,"2,2","27,2"
45054 Corral de Almaguer,"44,7",5.241,"31,3","21,8","80,4",17,"2,5",15.117,13.650,29.525,11.597,25.836,10.148,"2,4","28,3"
45055 Cuerva,"47,3",1.279,"33,7",25,89,"13,8","2,4",16.331,14.350,31.028,12.736,27.033,11.096,"2,4","28,4"
45056 Chozas de Canales,"36,9",4.697,"22,4","10,8","75,6","24,6","3,1",12.911,11.550,28.979,9.377,25.488,8.247,"2,8","31,8"
45057 Chueca,"47,2",254,"19,8",24,"99,2","12,2","2,6",17.787,16.450,35.738,13.507,31.269,11.818,"2,2","23,6"
45058 Domingo Pérez,"53,9",410,47,"34,4","95,6","11,2","1,9",12.842,12.250,21.244,10.915,18.867,9.694,"2,7","33,4"
